seqnames,start,end,group
chr1,45512766,45512780,COAD
chr1,45519485,45519502,COAD
chr1,45519884,45519898,COAD
chr1,45521720,45521740,COAD
chr1,45521990,45522014,COAD
chr1,45522098,45522112,COAD
chr1,45522970,45522984,COAD
chr1,45525545,45525559,COAD
chr1,45539621,45539638,COAD
chr1,45546192,45546209,COAD
chr1,45546308,45546322,COAD
chr1,45550799,45550813,COAD
chr1,45562229,45562243,COAD
chr1,45570235,45570249,COAD
chr1,45573318,45573332,COAD
chr1,45573507,45573531,COAD
chr1,45601835,45601852,COAD
chr1,45644213,45644227,COAD
chr1,45747111,45747125,COAD
chr1,45750651,45750665,COAD
chr1,45794387,45794401,COAD
chr1,45794541,45794555,COAD
chr1,45803594,45803608,COAD
chr1,45881777,45881791,COAD
chr1,45884828,45884842,COAD
chr1,45884972,45884986,COAD
chr1,45913439,45913453,COAD
chr1,45976202,45976216,COAD
chr1,45982136,45982150,COAD
chr1,45982569,45982583,COAD
chr1,45982769,45982783,COAD
chr1,46032334,46032348,COAD
chr1,46035006,46035020,COAD
chr1,46035608,46035622,COAD
chr1,46035784,46035798,COAD
chr1,46037024,46037038,COAD
chr1,46037224,46037240,COAD
chr1,46170327,46170341,COAD
chr1,46172714,46172728,COAD
chr1,46176411,46176425,COAD
chr1,46179715,46179729,COAD
chr1,46180420,46180441,COAD
chr1,46186745,46186759,COAD
chr1,46187485,46187499,COAD
chr1,46187587,46187604,COAD
chr1,46188537,46188551,COAD
chr1,46188867,46188881,COAD
chr1,46193783,46193797,COAD
chr1,46198432,46198446,COAD
chr1,46222067,46222081,COAD
chr1,46223640,46223654,COAD
chr1,46223858,46223872,COAD
chr1,46245075,46245089,COAD
chr1,46278939,46278956,COAD
chr1,46302063,46302077,COAD
chr1,46302207,46302221,COAD
chr1,46302873,46302887,COAD
chr1,46304926,46304940,COAD
chr1,46314288,46314302,COAD
chr1,46333676,46333690,COAD
chr1,46340737,46340754,COAD
chr1,46340926,46340940,COAD
chr1,46348173,46348187,COAD
chr1,46348267,46348281,COAD
chr1,46348293,46348307,COAD
chr1,46383243,46383257,COAD
chr1,46383346,46383360,COAD
chr1,46393416,46393430,COAD
chr1,46406513,46406527,COAD
chr1,46413781,46413798,COAD
chr1,46442809,46442823,COAD
chr1,46446853,46446867,COAD
chr1,46447019,46447033,COAD
chr1,46466508,46466532,COAD
chr1,46476345,46476359,COAD
chr1,46476809,46476823,COAD
chr1,46477593,46477607,COAD
chr1,46487949,46487966,COAD
chr1,46521646,46521660,COAD
chr1,46524155,46524172,COAD
chr1,46525649,46525663,COAD
chr1,46528200,46528217,COAD
chr1,46531105,46531119,COAD
chr1,46532990,46533007,COAD
chr1,46533661,46533685,COAD
chr1,46535274,46535288,COAD
chr1,46550857,46550871,COAD
chr1,46604100,46604114,COAD
chr1,46611977,46611991,COAD
chr1,46612069,46612083,COAD
chr1,46613942,46613959,COAD
chr1,46616885,46616899,COAD
chr1,46622653,46622667,COAD
chr1,46639315,46639329,COAD
chr1,46639386,46639400,COAD
chr1,46668464,46668478,COAD
chr1,46669187,46669201,COAD
chr1,46688045,46688059,COAD
chr1,46688741,46688755,COAD
chr1,46725420,46725434,COAD
chr1,46747805,46747819,COAD
chr1,46747880,46747894,COAD
chr1,46748634,46748648,COAD
chr1,46750215,46750229,COAD
chr1,46752851,46752865,COAD
chr1,46857956,46857970,COAD
chr1,46935043,46935057,COAD
chr1,46940370,46940384,COAD
chr1,46940480,46940494,COAD
chr1,46940731,46940745,COAD
chr1,46941436,46941450,COAD
chr1,46941484,46941498,COAD
chr1,46941519,46941533,COAD
chr1,46991230,46991244,COAD
chr1,46991503,46991517,COAD
chr1,47004212,47004226,COAD
chr1,47031390,47031404,COAD
chr1,47107944,47107958,COAD
chr1,47145277,47145291,COAD
chr1,47174012,47174026,COAD
chr1,47175518,47175532,COAD
chr1,47179308,47179335,COAD
chr1,47187788,47187802,COAD
chr1,47190347,47190361,COAD
chr1,47193063,47193080,COAD
chr1,47224560,47224574,COAD
chr1,47230908,47230922,COAD
chr1,47231139,47231153,COAD
chr1,47231299,47231313,COAD
chr1,47263005,47263019,COAD
chr1,47312369,47312389,COAD
chr1,47314101,47314115,COAD
chr1,47323641,47323655,COAD
chr1,47333886,47333900,COAD
chr1,47334325,47334339,COAD
chr1,47335559,47335573,COAD
chr1,47339604,47339626,COAD
chr1,47339995,47340009,COAD
chr1,47350230,47350244,COAD
chr1,47388942,47388956,COAD
chr1,47397187,47397201,COAD
chr1,47401468,47401482,COAD
chr1,47416598,47416612,COAD
chr1,47417325,47417342,COAD
chr1,47424545,47424559,COAD
chr1,47430599,47430616,COAD
chr1,47432555,47432569,COAD
chr1,47432699,47432713,COAD
chr1,47432882,47432899,COAD
chr1,47436620,47436634,COAD
chr1,47437722,47437736,COAD
chr1,47437964,47437981,COAD
chr1,47440833,47440847,COAD
chr1,47444822,47444836,COAD
chr1,47445696,47445716,COAD
chr1,47450090,47450104,COAD
chr1,47450885,47450902,COAD
chr1,47454105,47454119,COAD
chr1,47476060,47476074,COAD
chr1,47480118,47480132,COAD
chr1,47482029,47482053,COAD
chr1,47527851,47527865,COAD
chr1,47533540,47533554,COAD
chr1,47533578,47533595,COAD
chr1,47533677,47533691,COAD
chr1,47536956,47536970,COAD
chr1,47546255,47546269,COAD
chr1,47554139,47554153,COAD
chr1,47558552,47558566,COAD
chr1,47560587,47560601,COAD
chr1,47570020,47570038,COAD
chr1,47619167,47619181,COAD
chr1,47624647,47624661,COAD
chr1,47624695,47624719,COAD
chr1,47652927,47652941,COAD
chr1,47652944,47652958,COAD
chr1,47675244,47675258,COAD
chr1,47696604,47696618,COAD
chr1,47697368,47697382,COAD
chr1,47698231,47698245,COAD
chr1,47701333,47701351,COAD
chr1,47702370,47702384,COAD
chr1,47704189,47704203,COAD
chr1,47707949,47707963,COAD
chr1,47709624,47709638,COAD
chr1,47710664,47710678,COAD
chr1,47725276,47725290,COAD
chr1,47726436,47726450,COAD
chr1,47732047,47732061,COAD
chr1,47738773,47738787,COAD
chr1,47752085,47752099,COAD
chr1,47770822,47770836,COAD
chr1,47781072,47781086,COAD
chr1,47781737,47781751,COAD
chr1,47785597,47785611,COAD
chr1,47785731,47785745,COAD
chr1,47798599,47798613,COAD
chr1,47810596,47810610,COAD
chr1,47837615,47837629,COAD
chr1,47838979,47838993,COAD
chr1,47893345,47893359,COAD
chr1,47893361,47893375,COAD
chr1,47894871,47894885,COAD
chr1,47895141,47895155,COAD
chr1,47896088,47896112,COAD
chr1,47903705,47903719,COAD
chr1,47903736,47903750,COAD
chr1,47904093,47904107,COAD
chr1,47913710,47913724,COAD
chr1,47927495,47927509,COAD
chr1,47931638,47931652,COAD
chr1,47931658,47931672,COAD
chr1,47944205,47944219,COAD
chr1,47948268,47948282,COAD
chr1,47996829,47996848,COAD
chr1,47996910,47996924,COAD
chr1,47997785,47997799,COAD
chr1,48004593,48004607,COAD
chr1,48043516,48043530,COAD
chr1,48048251,48048265,COAD
chr1,48055811,48055825,COAD
chr1,48056045,48056072,COAD
chr1,48061362,48061376,COAD
chr1,48093859,48093873,COAD
chr1,48177232,48177246,COAD
chr1,48202334,48202358,COAD
chr1,48228347,48228361,COAD
chr1,48228423,48228437,COAD
chr1,48237037,48237051,COAD
chr1,48247720,48247734,COAD
chr1,48250718,48250732,COAD
chr1,48252214,48252228,COAD
chr1,48369366,48369385,COAD
chr1,48369488,48369502,COAD
chr1,48443114,48443128,COAD
chr1,48472206,48472223,COAD
chr1,48492557,48492571,COAD
chr1,48498268,48498282,COAD
chr1,48526523,48526537,COAD
chr1,48530854,48530868,COAD
chr1,48530915,48530929,COAD
chr1,48661335,48661349,COAD
chr1,48677503,48677517,COAD
chr1,48693880,48693894,COAD
chr1,48697119,48697133,COAD
chr1,48697271,48697295,COAD
chr1,48817700,48817714,COAD
chr1,50023996,50024010,COAD
chr1,50081092,50081106,COAD
chr1,50329750,50329764,COAD
chr1,50333047,50333061,COAD
chr1,50333168,50333182,COAD
chr1,50333736,50333750,COAD
chr1,50348880,50348894,COAD
chr1,50368625,50368649,COAD
chr1,50423633,50423647,COAD
chr1,50427000,50427014,COAD
chr1,50427130,50427144,COAD
chr1,50428024,50428038,COAD
chr1,50490658,50490672,COAD
chr1,50527223,50527237,COAD
chr1,50605669,50605683,COAD
chr1,50621017,50621031,COAD
chr1,50704225,50704239,COAD
chr1,50774951,50774965,COAD
chr1,50846407,50846421,COAD
chr1,50873540,50873554,COAD
chr1,50969449,50969469,COAD
chr1,51072099,51072113,COAD
chr1,51072363,51072377,COAD
chr1,51166137,51166151,COAD
chr1,51189606,51189620,COAD
chr1,51192360,51192374,COAD
chr1,51192376,51192394,COAD
chr1,51236230,51236244,COAD
chr1,51236407,51236421,COAD
chr1,51236459,51236473,COAD
chr1,51289742,51289756,COAD
chr1,51290032,51290046,COAD
chr1,51296978,51296992,COAD
chr1,51297092,51297106,COAD
chr1,51297993,51298007,COAD
chr1,51315797,51315811,COAD
chr1,51316185,51316199,COAD
chr1,51316863,51316877,COAD
chr1,51320455,51320469,COAD
chr1,51330289,51330303,COAD
chr1,51330457,51330477,COAD
chr1,51330497,51330511,COAD
chr1,51330604,51330618,COAD
chr1,51336306,51336320,COAD
chr1,51345058,51345094,COAD
chr1,51349123,51349137,COAD
chr1,51519029,51519043,COAD
chr1,51519286,51519300,COAD
chr1,51535184,51535198,COAD
chr1,51617022,51617052,COAD
chr1,51649676,51649690,COAD
chr1,51729551,51729570,COAD
chr1,51729582,51729596,COAD
chr1,51729749,51729763,COAD
chr1,51878103,51878117,COAD
chr1,51878929,51878943,COAD
chr1,51880179,51880196,COAD
chr1,51897030,51897044,COAD
chr1,51956633,51956647,COAD
chr1,51957696,51957710,COAD
chr1,51977558,51977572,COAD
chr1,51990528,51990554,COAD
chr1,51990745,51990759,COAD
chr1,52002468,52002482,COAD
chr1,52033793,52033807,COAD
chr1,52054376,52054390,COAD
chr1,52054563,52054577,COAD
chr1,52056234,52056248,COAD
chr1,52127610,52127627,COAD
chr1,52141217,52141231,COAD
chr1,52142041,52142055,COAD
chr1,52142064,52142078,COAD
chr1,52142635,52142649,COAD
chr1,52176582,52176601,COAD
chr1,52176909,52176923,COAD
chr1,52296444,52296458,COAD
chr1,52364418,52364438,COAD
chr1,52364679,52364693,COAD
chr1,52368540,52368554,COAD
chr1,52369253,52369267,COAD
chr1,52404456,52404470,COAD
chr1,52404906,52404920,COAD
chr1,52413887,52413901,COAD
chr1,52553543,52553560,COAD
chr1,52555084,52555098,COAD
chr1,52602584,52602611,COAD
chr1,52635631,52635651,COAD
chr1,52662714,52662728,COAD
chr1,52686407,52686421,COAD
chr1,52698358,52698374,COAD
chr1,52701062,52701076,COAD
chr1,52705078,52705092,COAD
chr1,52725525,52725539,COAD
chr1,52726351,52726365,COAD
chr1,52726424,52726454,COAD
chr1,52726598,52726612,COAD
chr1,52842744,52842758,COAD
chr1,52842790,52842804,COAD
chr1,52905033,52905060,COAD
chr1,52905118,52905132,COAD
chr1,52921774,52921788,COAD
chr1,52927218,52927232,COAD
chr1,52927238,52927252,COAD
chr1,53074248,53074262,COAD
chr1,53079030,53079044,COAD
chr1,53084843,53084857,COAD
chr1,53086022,53086042,COAD
chr1,53088536,53088550,COAD
chr1,53089757,53089771,COAD
chr1,53091028,53091045,COAD
chr1,53114216,53114230,COAD
chr1,53120363,53120377,COAD
chr1,53121803,53121817,COAD
chr1,53121950,53121964,COAD
chr1,53122983,53122997,COAD
chr1,53167203,53167217,COAD
chr1,53172894,53172918,COAD
chr1,53176892,53176906,COAD
chr1,53176945,53176959,COAD
chr1,53179539,53179553,COAD
chr1,53182189,53182206,COAD
chr1,53185435,53185449,COAD
chr1,53185733,53185747,COAD
chr1,53185893,53185907,COAD
chr1,53190325,53190342,COAD
chr1,53196948,53196962,COAD
chr1,53220583,53220600,COAD
chr1,53220757,53220771,COAD
chr1,53221895,53221909,COAD
chr1,53237390,53237404,COAD
chr1,53278201,53278215,COAD
chr1,53278408,53278422,COAD
chr1,53296575,53296596,COAD
chr1,53368728,53368742,COAD
chr1,53393491,53393505,COAD
chr1,53414050,53414064,COAD
chr1,53444747,53444761,COAD
chr1,53470210,53470225,COAD
chr1,53470303,53470323,COAD
chr1,53485632,53485646,COAD
chr1,53509670,53509684,COAD
chr1,53534413,53534427,COAD
chr1,53572549,53572563,COAD
chr1,53589510,53589524,COAD
chr1,53590778,53590792,COAD
chr1,53592899,53592913,COAD
chr1,53594268,53594282,COAD
chr1,53669873,53669887,COAD
chr1,53682097,53682111,COAD
chr1,53682282,53682299,COAD
chr1,53693842,53693856,COAD
chr1,53739071,53739091,COAD
chr1,53739218,53739238,COAD
chr1,53739304,53739318,COAD
chr1,53838492,53838506,COAD
chr1,53861062,53861076,COAD
chr1,53892593,53892607,COAD
chr1,53894139,53894153,COAD
chr1,53913802,53913816,COAD
chr1,53959839,53959853,COAD
chr1,53963630,53963659,COAD
chr1,53992087,53992101,COAD
chr1,53992254,53992268,COAD
chr1,54014129,54014143,COAD
chr1,54014211,54014225,COAD
chr1,54014427,54014455,COAD
chr1,54014460,54014474,COAD
chr1,54014556,54014570,COAD
chr1,54014572,54014586,COAD
chr1,54014800,54014814,COAD
chr1,54015465,54015479,COAD
chr1,54016420,54016434,COAD
chr1,54017616,54017630,COAD
chr1,54017690,54017704,COAD
chr1,54053243,54053257,COAD
chr1,54054567,54054581,COAD
chr1,54056646,54056660,COAD
chr1,54070238,54070252,COAD
chr1,54070287,54070301,COAD
chr1,54081836,54081850,COAD
chr1,54109353,54109367,COAD
chr1,54121731,54121745,COAD
chr1,54122472,54122486,COAD
chr1,54125848,54125875,COAD
chr1,54127955,54127969,COAD
chr1,54153760,54153774,COAD
chr1,54158137,54158161,COAD
chr1,54159952,54159966,COAD
chr1,54161409,54161436,COAD
chr1,54161471,54161485,COAD
chr1,54163540,54163554,COAD
chr1,54165342,54165356,COAD
chr1,54181875,54181889,COAD
chr1,54219223,54219237,COAD
chr1,54219309,54219323,COAD
chr1,54222276,54222293,COAD
chr1,54222505,54222522,COAD
chr1,54227539,54227561,COAD
chr1,54228060,54228074,COAD
chr1,54228233,54228247,COAD
chr1,54229964,54229978,COAD
chr1,54250132,54250146,COAD
chr1,54251846,54251860,COAD
chr1,54252866,54252880,COAD
chr1,54255403,54255417,COAD
chr1,54256870,54256894,COAD
chr1,54265182,54265196,COAD
chr1,54269071,54269085,COAD
chr1,54273094,54273108,COAD
chr1,54274123,54274137,COAD
chr1,54274225,54274239,COAD
chr1,54274592,54274606,COAD
chr1,54275451,54275465,COAD
chr1,54278029,54278043,COAD
chr1,54279154,54279168,COAD
chr1,54288092,54288106,COAD
chr1,54291487,54291501,COAD
chr1,54292204,54292218,COAD
chr1,54298419,54298433,COAD
chr1,54311161,54311185,COAD
chr1,54323383,54323397,COAD
chr1,54323420,54323434,COAD
chr1,54342443,54342457,COAD
chr1,54369022,54369036,COAD
chr1,54370984,54370998,COAD
chr1,54373121,54373135,COAD
chr1,54377098,54377112,COAD
chr1,54384932,54384946,COAD
chr1,54385137,54385151,COAD
chr1,54405479,54405493,COAD
chr1,54406324,54406338,COAD
chr1,54406948,54406962,COAD
chr1,54410327,54410341,COAD
chr1,54416428,54416442,COAD
chr1,54416712,54416728,COAD
chr1,54459863,54459877,COAD
chr1,54459879,54459893,COAD
chr1,54463573,54463587,COAD
chr1,54468886,54468900,COAD
chr1,54474806,54474820,COAD
chr1,54474922,54474949,COAD
chr1,54474967,54474981,COAD
chr1,54480693,54480713,COAD
chr1,54480753,54480767,COAD
chr1,54488498,54488512,COAD
chr1,54489569,54489597,COAD
chr1,54490437,54490451,COAD
chr1,54490584,54490598,COAD
chr1,54499468,54499482,COAD
chr1,54499512,54499526,COAD
chr1,54499613,54499627,COAD
chr1,54544106,54544120,COAD
chr1,54546744,54546758,COAD
chr1,54574439,54574453,COAD
chr1,54574598,54574612,COAD
chr1,54590201,54590215,COAD
chr1,54590445,54590459,COAD
chr1,54611477,54611491,COAD
chr1,54611543,54611557,COAD
chr1,54614819,54614833,COAD
chr1,54614974,54614988,COAD
chr1,54624623,54624637,COAD
chr1,54639384,54639398,COAD
chr1,54649425,54649439,COAD
chr1,54671260,54671274,COAD
chr1,54672118,54672132,COAD
chr1,54672176,54672190,COAD
chr1,54672202,54672216,COAD
chr1,54672243,54672257,COAD
chr1,54714000,54714014,COAD
chr1,54715736,54715750,COAD
chr1,54715772,54715786,COAD
chr1,54715848,54715862,COAD
chr1,54768268,54768285,COAD
chr1,54784374,54784388,COAD
chr1,54794895,54794909,COAD
chr1,54795392,54795406,COAD
chr1,54795641,54795655,COAD
chr1,54800889,54800903,COAD
chr1,54801308,54801322,COAD
chr1,54804060,54804074,COAD
chr1,54808606,54808624,COAD
chr1,54810570,54810584,COAD
chr1,54814269,54814295,COAD
chr1,54815917,54815931,COAD
chr1,54865706,54865720,COAD
chr1,54873507,54873521,COAD
chr1,54875370,54875384,COAD
chr1,54886560,54886574,COAD
chr1,54887152,54887166,COAD
chr1,54947556,54947570,COAD
chr1,54950840,54950854,COAD
chr1,54966127,54966141,COAD
chr1,54973309,54973323,COAD
chr1,54973469,54973483,COAD
chr1,54978818,54978832,COAD
chr1,54979399,54979413,COAD
chr1,54982303,54982329,COAD
chr1,54982449,54982463,COAD
chr1,54983044,54983058,COAD
chr1,54989665,54989679,COAD
chr1,54989785,54989799,COAD
chr1,54996572,54996586,COAD
chr1,55021989,55022003,COAD
chr1,55022246,55022260,COAD
chr1,55033942,55033956,COAD
chr1,55040752,55040766,COAD
chr1,55045996,55046010,COAD
chr1,55046041,55046055,COAD
chr1,55047166,55047180,COAD
chr1,55064374,55064388,COAD
chr1,55071672,55071686,COAD
chr1,55140711,55140738,COAD
chr1,55277714,55277728,COAD
chr1,55284959,55284973,COAD
chr1,55314927,55314941,COAD
chr1,55338295,55338309,COAD
chr1,55375838,55375862,COAD
chr1,55428189,55428203,COAD
chr1,55430964,55430978,COAD
chr1,55531073,55531087,COAD
chr1,55617977,55617991,COAD
chr1,55618207,55618221,COAD
chr1,55784007,55784021,COAD
chr1,55893358,55893372,COAD
chr1,56029536,56029556,COAD
chr1,56148669,56148683,COAD
chr1,56409249,56409269,COAD
chr1,56409271,56409285,COAD
chr1,56413576,56413590,COAD
chr1,56415039,56415053,COAD
chr1,56417983,56417997,COAD
chr1,56434439,56434453,COAD
chr1,56449322,56449336,COAD
chr1,56451657,56451671,COAD
chr1,56477678,56477692,COAD
chr1,56477830,56477844,COAD
chr1,56506575,56506589,COAD
chr1,56515951,56515965,COAD
chr1,56585097,56585111,COAD
chr1,56645167,56645181,COAD
chr1,56645679,56645693,COAD
chr1,56709469,56709483,COAD
chr1,56758322,56758339,COAD
chr1,56819539,56819553,COAD
chr1,56821213,56821227,COAD
chr1,56832061,56832075,COAD
chr1,57253214,57253228,COAD
chr1,57424685,57424709,COAD
chr1,57861363,57861377,COAD
chr1,58032906,58032920,COAD
chr1,58033993,58034007,COAD
chr1,58163155,58163169,COAD
chr1,58515986,58516000,COAD
chr1,58577065,58577079,COAD
chr1,58577261,58577275,COAD
chr1,58578983,58578997,COAD
chr1,58618501,58618515,COAD
chr1,58619550,58619564,COAD
chr1,58620492,58620506,COAD
chr1,58621664,58621678,COAD
chr1,58652773,58652787,COAD
chr1,58740038,58740052,COAD
chr1,58746067,58746081,COAD
chr1,58746682,58746696,COAD
chr1,58749416,58749430,COAD
chr1,58769255,58769269,COAD
chr1,58769425,58769449,COAD
chr1,58781873,58781889,COAD
chr1,58782385,58782399,COAD
chr1,58784401,58784415,COAD
chr1,58805036,58805050,COAD
chr1,58815379,58815393,COAD
chr1,58817357,58817371,COAD
chr1,58819126,58819140,COAD
chr1,58823611,58823625,COAD
chr1,58825190,58825217,COAD
chr1,58841659,58841673,COAD
chr1,58861547,58861561,COAD
chr1,58875031,58875045,COAD
chr1,58875799,58875813,COAD
chr1,58881685,58881699,COAD
chr1,58893821,58893835,COAD
chr1,58896832,58896846,COAD
chr1,58907543,58907557,COAD
chr1,58910106,58910120,COAD
chr1,58921033,58921047,COAD
chr1,58933773,58933787,COAD
chr1,58964387,58964401,COAD
chr1,59017912,59017926,COAD
chr1,59026432,59026446,COAD
chr1,59027621,59027635,COAD
chr1,59042217,59042231,COAD
chr1,59057581,59057595,COAD
chr1,59072425,59072439,COAD
chr1,59076729,59076743,COAD
chr1,59079297,59079311,COAD
chr1,59147173,59147187,COAD
chr1,59200156,59200170,COAD
chr1,59200874,59200888,COAD
chr1,59200891,59200905,COAD
chr1,59204219,59204233,COAD
chr1,59215995,59216009,COAD
chr1,59290212,59290229,COAD
chr1,59290353,59290367,COAD
chr1,59356789,59356803,COAD
chr1,59357885,59357899,COAD
chr1,59378817,59378831,COAD
chr1,59427416,59427430,COAD
chr1,59431251,59431265,COAD
chr1,59431498,59431512,COAD
chr1,59480303,59480317,COAD
chr1,59514624,59514638,COAD
chr1,59524420,59524434,COAD
chr1,59540710,59540724,COAD
chr1,59552250,59552264,COAD
chr1,59594160,59594174,COAD
chr1,59595934,59595948,COAD
chr1,59638483,59638497,COAD
chr1,59699424,59699438,COAD
chr1,59738394,59738408,COAD
chr1,59738502,59738516,COAD
chr1,59741660,59741674,COAD
chr1,59759633,59759647,COAD
chr1,59814721,59814741,COAD
chr1,59815045,59815059,COAD
chr1,59815063,59815077,COAD
chr1,59815326,59815340,COAD
chr1,59879740,59879754,COAD
chr1,59880936,59880950,COAD
chr1,59888347,59888361,COAD
chr1,59900820,59900834,COAD
chr1,59903331,59903355,COAD
chr1,59926704,59926718,COAD
chr1,59929066,59929080,COAD
chr1,59947507,59947521,COAD
chr1,59949641,59949655,COAD
chr1,59971553,59971567,COAD
chr1,59976990,59977004,COAD
chr1,60126936,60126953,COAD
chr1,60135480,60135498,COAD
chr1,60147037,60147051,COAD
chr1,60156925,60156939,COAD
chr1,60157057,60157071,COAD
chr1,60235300,60235314,COAD
chr1,60248146,60248160,COAD
chr1,60248315,60248332,COAD
chr1,60277388,60277402,COAD
chr1,60281534,60281548,COAD
chr1,60425704,60425718,COAD
chr1,60449256,60449270,COAD
chr1,60622619,60622633,COAD
chr1,60662464,60662478,COAD
chr1,60708981,60708995,COAD
chr1,60825881,60825901,COAD
chr1,60833407,60833421,COAD
chr1,60833545,60833559,COAD
chr1,60848768,60848782,COAD
chr1,60865413,60865427,COAD
chr1,60866339,60866353,COAD
chr1,60867921,60867935,COAD
chr1,60872823,60872837,COAD
chr1,60874904,60874921,COAD
chr1,60970228,60970242,COAD
chr1,60970807,60970821,COAD
chr1,61043115,61043139,COAD
chr1,61050057,61050071,COAD
chr1,61050713,61050727,COAD
chr1,61050770,61050784,COAD
chr1,61053979,61054006,COAD
chr1,61056244,61056258,COAD
chr1,61078131,61078145,COAD
chr1,61083556,61083570,COAD
chr1,61095256,61095270,COAD
chr1,61119200,61119214,COAD
chr1,61152928,61152942,COAD
chr1,61210819,61210833,COAD
chr1,61324081,61324095,COAD
chr1,61338384,61338406,COAD
chr1,61358895,61358909,COAD
chr1,61362491,61362505,COAD
chr1,61390030,61390044,COAD
chr1,61437792,61437806,COAD
chr1,61437873,61437887,COAD
chr1,61438100,61438114,COAD
chr1,61444465,61444479,COAD
chr1,61446574,61446588,COAD
chr1,61450566,61450580,COAD
chr1,61463399,61463413,COAD
chr1,61585895,61585909,COAD
chr1,61588844,61588858,COAD
chr1,61641854,61641868,COAD
chr1,61641909,61641923,COAD
chr1,61724923,61724937,COAD
chr1,61735051,61735065,COAD
chr1,61742403,61742422,COAD
chr1,61742786,61742808,COAD
chr1,61742882,61742906,COAD
chr1,61788076,61788090,COAD
chr1,61852308,61852322,COAD
chr1,61887496,61887510,COAD
chr1,62059200,62059214,COAD
chr1,62131291,62131305,COAD
chr1,62144420,62144434,COAD
chr1,62175756,62175770,COAD
chr1,62175853,62175867,COAD
chr1,62196217,62196231,COAD
chr1,62230219,62230233,COAD
chr1,62278682,62278696,COAD
chr1,62279023,62279041,COAD
chr1,62319266,62319293,COAD
chr1,62327449,62327463,COAD
chr1,62327535,62327549,COAD
chr1,62327980,62327994,COAD
chr1,62391557,62391571,COAD
chr1,62407593,62407607,COAD
chr1,62436037,62436051,COAD
chr1,62437414,62437428,COAD
chr1,62439265,62439279,COAD
chr1,62530707,62530721,COAD
chr1,62530899,62530921,COAD
chr1,62704980,62705012,COAD
chr1,62732558,62732572,COAD
chr1,62733705,62733719,COAD
chr1,62963374,62963388,COAD
chr1,63317107,63317121,COAD
chr1,63323795,63323809,COAD
chr1,63327757,63327771,COAD
chr1,63367337,63367351,COAD
chr1,63367724,63367738,COAD
chr1,63441740,63441754,COAD
chr1,63441803,63441817,COAD
chr1,63575440,63575454,COAD
chr1,63575874,63575888,COAD
chr1,63616011,63616025,COAD
chr1,63662364,63662378,COAD
chr1,63674583,63674597,COAD
chr1,63691976,63691990,COAD
chr1,63692102,63692116,COAD
chr1,63704837,63704851,COAD
chr1,63773927,63773941,COAD
chr1,63847494,63847508,COAD
chr1,63915750,63915764,COAD
chr1,63969864,63969878,COAD
chr1,64137268,64137282,COAD
chr1,64203539,64203553,COAD
chr1,64269238,64269252,COAD
chr1,64367110,64367124,COAD
chr1,64500106,64500120,COAD
chr1,64500217,64500231,COAD
chr1,64505527,64505564,COAD
chr1,64505587,64505601,COAD
chr1,64505718,64505755,COAD
chr1,64686921,64686935,COAD
chr1,64744884,64744898,COAD
chr1,64744920,64744934,COAD
chr1,64744936,64744950,COAD
chr1,64745008,64745022,COAD
chr1,64757709,64757723,COAD
chr1,64824362,64824376,COAD
chr1,64827167,64827181,COAD
chr1,64827966,64827980,COAD
chr1,64861768,64861782,COAD
chr1,64926276,64926290,COAD
chr1,64936072,64936086,COAD
chr1,64940156,64940170,COAD
chr1,64946173,64946187,COAD
chr1,64949114,64949128,COAD
chr1,64966562,64966586,COAD
chr1,64984303,64984317,COAD
chr1,65009799,65009813,COAD
chr1,65027278,65027292,COAD
chr1,65060108,65060122,COAD
chr1,65063220,65063237,COAD
chr1,65075557,65075571,COAD
chr1,65147596,65147613,COAD
chr1,65147747,65147761,COAD
chr1,65209454,65209468,COAD
chr1,65215744,65215758,COAD
chr1,65230141,65230165,COAD
chr1,65230812,65230826,COAD
chr1,65254349,65254363,COAD
chr1,65254418,65254432,COAD
chr1,65264887,65264901,COAD
chr1,65265693,65265707,COAD
chr1,65265878,65265892,COAD
chr1,65309490,65309504,COAD
chr1,65310194,65310208,COAD
chr1,65418791,65418805,COAD
chr1,65550193,65550207,COAD
chr1,65550406,65550425,COAD
chr1,65554459,65554473,COAD
chr1,65555034,65555048,COAD
chr1,65687855,65687869,COAD
chr1,65696923,65696937,COAD
chr1,65697071,65697085,COAD
chr1,65718002,65718016,COAD
chr1,65718344,65718358,COAD
chr1,65959027,65959041,COAD
chr1,66204247,66204261,COAD
chr1,66204438,66204465,COAD
chr1,66242805,66242819,COAD
chr1,66242864,66242878,COAD
chr1,66253498,66253512,COAD
chr1,66253560,66253574,COAD
chr1,66446597,66446611,COAD
chr1,66481466,66481480,COAD
chr1,66504036,66504050,COAD
chr1,66533927,66533944,COAD
chr1,66725902,66725916,COAD
chr1,66726235,66726249,COAD
chr1,66761423,66761437,COAD
chr1,66765178,66765192,COAD
chr1,66770702,66770716,COAD
chr1,66919989,66920003,COAD
chr1,66930200,66930217,COAD
chr1,66981839,66981853,COAD
chr1,66981881,66981895,COAD
chr1,66984573,66984587,COAD
chr1,66984645,66984659,COAD
chr1,66996234,66996248,COAD
chr1,67053731,67053745,COAD
chr1,67054150,67054164,COAD
chr1,67105714,67105728,COAD
chr1,67126533,67126547,COAD
chr1,67149019,67149033,COAD
chr1,67149354,67149368,COAD
